comp_id,name,bedrooms,bathrooms,amenities,notes,source_url,airbnb_room_id,platform,for_properties,as_of,stay_date,listed_price,available,source
comp_deer,Deer,7,5.5,hot tub|shuttle route|3 king suites,Luxury 16-sleep; Winter Park House. Listed Dec 2023. Rate est. from WPH ski season band. Decision context 2023-11-15; stay 2023-12-01.,https://winterparkhouse.com/our-homes/deer/,,airbnb,cloud_9,2026-09-01,2023-12-01,695,1,manual_research_2023
comp_deer,Deer,7,5.5,hot tub|shuttle route|3 king suites,Luxury 16-sleep; Winter Park House. Listed Dec 2023. Rate est. from WPH ski season band. Decision context 2023-11-15; stay 2023-12-05.,https://winterparkhouse.com/our-homes/deer/,,airbnb,cloud_9,2026-09-01,2023-12-05,695,1,manual_research_2023
comp_deer,Deer,7,5.5,hot tub|shuttle route|3 king suites,Luxury 16-sleep; Winter Park House. Listed Dec 2023. Rate est. from WPH ski season band. Decision context 2023-11-15; stay 2023-12-08.,https://winterparkhouse.com/our-homes/deer/,,airbnb,cloud_9,2026-09-01,2023-12-08,695,1,manual_research_2023
comp_deer,Deer,7,5.5,hot tub|shuttle route|3 king suites,Luxury 16-sleep; Winter Park House. Listed Dec 2023. Rate est. from WPH ski season band. Decision context 2023-11-15; stay 2023-12-12.,https://winterparkhouse.com/our-homes/deer/,,airbnb,cloud_9,2026-09-01,2023-12-12,750,1,manual_research_2023
comp_deer,Deer,7,5.5,hot tub|shuttle route|3 king suites,Luxury 16-sleep; Winter Park House. Listed Dec 2023. Rate est. from WPH ski season band. Decision context 2023-11-15; stay 2023-12-15.,https://winterparkhouse.com/our-homes/deer/,,airbnb,cloud_9,2026-09-01,2023-12-15,750,1,manual_research_2023
comp_deer,Deer,7,5.5,hot tub|shuttle route|3 king suites,Luxury 16-sleep; Winter Park House. Listed Dec 2023. Rate est. from WPH ski season band. Decision context 2023-11-15; stay 2023-12-19.,https://winterparkhouse.com/our-homes/deer/,,airbnb,cloud_9,2026-09-01,2023-12-19,750,1,manual_research_2023
comp_deer,Deer,7,5.5,hot tub|shuttle route|3 king suites,Luxury 16-sleep; Winter Park House. Listed Dec 2023. Rate est. from WPH ski season band. Decision context 2023-11-15; stay 2023-12-22.,https://winterparkhouse.com/our-homes/deer/,,airbnb,cloud_9,2026-09-01,2023-12-22,1150,1,manual_research_2023
comp_deer,Deer,7,5.5,hot tub|shuttle route|3 king suites,Luxury 16-sleep; Winter Park House. Listed Dec 2023. Rate est. from WPH ski season band. Decision context 2023-11-15; stay 2023-12-26.,https://winterparkhouse.com/our-homes/deer/,,airbnb,cloud_9,2026-09-01,2023-12-26,1150,1,manual_research_2023
comp_deer,Deer,7,5.5,hot tub|shuttle route|3 king suites,Luxury 16-sleep; Winter Park House. Listed Dec 2023. Rate est. from WPH ski season band. Decision context 2023-11-15; stay 2023-12-29.,https://winterparkhouse.com/our-homes/deer/,,airbnb,cloud_9,2026-09-01,2023-12-29,1150,1,manual_research_2023
comp_brooky,Brooky,9,7.0,pool table|resort views|dual kitchen|8000 sqft,Ultra-luxury 16+ sleep; Winter Park House. Dec 2023 peak band est. $950-1550. Decision context 2023-11-15; stay 2023-12-01.,https://winterparkhouse.com/our-homes/brooky/,,airbnb,cloud_9,2026-09-01,2023-12-01,950,1,manual_research_2023
comp_brooky,Brooky,9,7.0,pool table|resort views|dual kitchen|8000 sqft,Ultra-luxury 16+ sleep; Winter Park House. Dec 2023 peak band est. $950-1550. Decision context 2023-11-15; stay 2023-12-05.,https://winterparkhouse.com/our-homes/brooky/,,airbnb,cloud_9,2026-09-01,2023-12-05,950,1,manual_research_2023
comp_brooky,Brooky,9,7.0,pool table|resort views|dual kitchen|8000 sqft,Ultra-luxury 16+ sleep; Winter Park House. Dec 2023 peak band est. $950-1550. Decision context 2023-11-15; stay 2023-12-08.,https://winterparkhouse.com/our-homes/brooky/,,airbnb,cloud_9,2026-09-01,2023-12-08,950,1,manual_research_2023
comp_brooky,Brooky,9,7.0,pool table|resort views|dual kitchen|8000 sqft,Ultra-luxury 16+ sleep; Winter Park House. Dec 2023 peak band est. $950-1550. Decision context 2023-11-15; stay 2023-12-12.,https://winterparkhouse.com/our-homes/brooky/,,airbnb,cloud_9,2026-09-01,2023-12-12,1050,1,manual_research_2023
comp_brooky,Brooky,9,7.0,pool table|resort views|dual kitchen|8000 sqft,Ultra-luxury 16+ sleep; Winter Park House. Dec 2023 peak band est. $950-1550. Decision context 2023-11-15; stay 2023-12-15.,https://winterparkhouse.com/our-homes/brooky/,,airbnb,cloud_9,2026-09-01,2023-12-15,1050,1,manual_research_2023
comp_brooky,Brooky,9,7.0,pool table|resort views|dual kitchen|8000 sqft,Ultra-luxury 16+ sleep; Winter Park House. Dec 2023 peak band est. $950-1550. Decision context 2023-11-15; stay 2023-12-19.,https://winterparkhouse.com/our-homes/brooky/,,airbnb,cloud_9,2026-09-01,2023-12-19,1050,1,manual_research_2023
comp_brooky,Brooky,9,7.0,pool table|resort views|dual kitchen|8000 sqft,Ultra-luxury 16+ sleep; Winter Park House. Dec 2023 peak band est. $950-1550. Decision context 2023-11-15; stay 2023-12-22.,https://winterparkhouse.com/our-homes/brooky/,,airbnb,cloud_9,2026-09-01,2023-12-22,1550,1,manual_research_2023
comp_brooky,Brooky,9,7.0,pool table|resort views|dual kitchen|8000 sqft,Ultra-luxury 16+ sleep; Winter Park House. Dec 2023 peak band est. $950-1550. Decision context 2023-11-15; stay 2023-12-26.,https://winterparkhouse.com/our-homes/brooky/,,airbnb,cloud_9,2026-09-01,2023-12-26,1550,1,manual_research_2023
comp_brooky,Brooky,9,7.0,pool table|resort views|dual kitchen|8000 sqft,Ultra-luxury 16+ sleep; Winter Park House. Dec 2023 peak band est. $950-1550. Decision context 2023-11-15; stay 2023-12-29.,https://winterparkhouse.com/our-homes/brooky/,,airbnb,cloud_9,2026-09-01,2023-12-29,1550,1,manual_research_2023
comp_corridor_way,Corridor Way Chalet,5,4.5,ski-in/ski-out|Bridgers Cache|steam shower|hot tub,Ski-in/ski-out luxury Bridger's Cache; sleeps 16. New gated community home. Vrbo/manual pricing Dec 2023 est. premium +15% vs valley. Decision context 2023-11-15; stay 2023-12-01.,https://www.vrbo.com/4797022,1044324363167761177,vrbo,cloud_9,2026-09-01,2023-12-01,1100,1,manual_research_2023
comp_corridor_way,Corridor Way Chalet,5,4.5,ski-in/ski-out|Bridgers Cache|steam shower|hot tub,Ski-in/ski-out luxury Bridger's Cache; sleeps 16. New gated community home. Vrbo/manual pricing Dec 2023 est. premium +15% vs valley. Decision context 2023-11-15; stay 2023-12-05.,https://www.vrbo.com/4797022,1044324363167761177,vrbo,cloud_9,2026-09-01,2023-12-05,1100,1,manual_research_2023
comp_corridor_way,Corridor Way Chalet,5,4.5,ski-in/ski-out|Bridgers Cache|steam shower|hot tub,Ski-in/ski-out luxury Bridger's Cache; sleeps 16. New gated community home. Vrbo/manual pricing Dec 2023 est. premium +15% vs valley. Decision context 2023-11-15; stay 2023-12-08.,https://www.vrbo.com/4797022,1044324363167761177,vrbo,cloud_9,2026-09-01,2023-12-08,1100,1,manual_research_2023
comp_corridor_way,Corridor Way Chalet,5,4.5,ski-in/ski-out|Bridgers Cache|steam shower|hot tub,Ski-in/ski-out luxury Bridger's Cache; sleeps 16. New gated community home. Vrbo/manual pricing Dec 2023 est. premium +15% vs valley. Decision context 2023-11-15; stay 2023-12-12.,https://www.vrbo.com/4797022,1044324363167761177,vrbo,cloud_9,2026-09-01,2023-12-12,1200,1,manual_research_2023
comp_corridor_way,Corridor Way Chalet,5,4.5,ski-in/ski-out|Bridgers Cache|steam shower|hot tub,Ski-in/ski-out luxury Bridger's Cache; sleeps 16. New gated community home. Vrbo/manual pricing Dec 2023 est. premium +15% vs valley. Decision context 2023-11-15; stay 2023-12-15.,https://www.vrbo.com/4797022,1044324363167761177,vrbo,cloud_9,2026-09-01,2023-12-15,1200,1,manual_research_2023
comp_corridor_way,Corridor Way Chalet,5,4.5,ski-in/ski-out|Bridgers Cache|steam shower|hot tub,Ski-in/ski-out luxury Bridger's Cache; sleeps 16. New gated community home. Vrbo/manual pricing Dec 2023 est. premium +15% vs valley. Decision context 2023-11-15; stay 2023-12-19.,https://www.vrbo.com/4797022,1044324363167761177,vrbo,cloud_9,2026-09-01,2023-12-19,1200,1,manual_research_2023
comp_corridor_way,Corridor Way Chalet,5,4.5,ski-in/ski-out|Bridgers Cache|steam shower|hot tub,Ski-in/ski-out luxury Bridger's Cache; sleeps 16. New gated community home. Vrbo/manual pricing Dec 2023 est. premium +15% vs valley. Decision context 2023-11-15; stay 2023-12-22.,https://www.vrbo.com/4797022,1044324363167761177,vrbo,cloud_9,2026-09-01,2023-12-22,1750,1,manual_research_2023
comp_corridor_way,Corridor Way Chalet,5,4.5,ski-in/ski-out|Bridgers Cache|steam shower|hot tub,Ski-in/ski-out luxury Bridger's Cache; sleeps 16. New gated community home. Vrbo/manual pricing Dec 2023 est. premium +15% vs valley. Decision context 2023-11-15; stay 2023-12-26.,https://www.vrbo.com/4797022,1044324363167761177,vrbo,cloud_9,2026-09-01,2023-12-26,1750,1,manual_research_2023
comp_corridor_way,Corridor Way Chalet,5,4.5,ski-in/ski-out|Bridgers Cache|steam shower|hot tub,Ski-in/ski-out luxury Bridger's Cache; sleeps 16. New gated community home. Vrbo/manual pricing Dec 2023 est. premium +15% vs valley. Decision context 2023-11-15; stay 2023-12-29.,https://www.vrbo.com/4797022,1044324363167761177,vrbo,cloud_9,2026-09-01,2023-12-29,1750,1,manual_research_2023
comp_moose,Moose,9,6.0,downtown|pool table|5 king beds|hot tub,Downtown luxury 19-sleep; Winter Park House. Dec 2023 rate est. Decision context 2023-11-15; stay 2023-12-01.,https://winterparkhouse.com/our-homes/moose/,,airbnb,cloud_9,2026-09-01,2023-12-01,775,1,manual_research_2023
comp_moose,Moose,9,6.0,downtown|pool table|5 king beds|hot tub,Downtown luxury 19-sleep; Winter Park House. Dec 2023 rate est. Decision context 2023-11-15; stay 2023-12-05.,https://winterparkhouse.com/our-homes/moose/,,airbnb,cloud_9,2026-09-01,2023-12-05,775,1,manual_research_2023
comp_moose,Moose,9,6.0,downtown|pool table|5 king beds|hot tub,Downtown luxury 19-sleep; Winter Park House. Dec 2023 rate est. Decision context 2023-11-15; stay 2023-12-08.,https://winterparkhouse.com/our-homes/moose/,,airbnb,cloud_9,2026-09-01,2023-12-08,775,1,manual_research_2023
comp_moose,Moose,9,6.0,downtown|pool table|5 king beds|hot tub,Downtown luxury 19-sleep; Winter Park House. Dec 2023 rate est. Decision context 2023-11-15; stay 2023-12-12.,https://winterparkhouse.com/our-homes/moose/,,airbnb,cloud_9,2026-09-01,2023-12-12,850,1,manual_research_2023
comp_moose,Moose,9,6.0,downtown|pool table|5 king beds|hot tub,Downtown luxury 19-sleep; Winter Park House. Dec 2023 rate est. Decision context 2023-11-15; stay 2023-12-15.,https://winterparkhouse.com/our-homes/moose/,,airbnb,cloud_9,2026-09-01,2023-12-15,850,1,manual_research_2023
comp_moose,Moose,9,6.0,downtown|pool table|5 king beds|hot tub,Downtown luxury 19-sleep; Winter Park House. Dec 2023 rate est. Decision context 2023-11-15; stay 2023-12-19.,https://winterparkhouse.com/our-homes/moose/,,airbnb,cloud_9,2026-09-01,2023-12-19,850,1,manual_research_2023
comp_moose,Moose,9,6.0,downtown|pool table|5 king beds|hot tub,Downtown luxury 19-sleep; Winter Park House. Dec 2023 rate est. Decision context 2023-11-15; stay 2023-12-22.,https://winterparkhouse.com/our-homes/moose/,,airbnb,cloud_9,2026-09-01,2023-12-22,1300,1,manual_research_2023
comp_moose,Moose,9,6.0,downtown|pool table|5 king beds|hot tub,Downtown luxury 19-sleep; Winter Park House. Dec 2023 rate est. Decision context 2023-11-15; stay 2023-12-26.,https://winterparkhouse.com/our-homes/moose/,,airbnb,cloud_9,2026-09-01,2023-12-26,1300,1,manual_research_2023
comp_moose,Moose,9,6.0,downtown|pool table|5 king beds|hot tub,Downtown luxury 19-sleep; Winter Park House. Dec 2023 rate est. Decision context 2023-11-15; stay 2023-12-29.,https://winterparkhouse.com/our-homes/moose/,,airbnb,cloud_9,2026-09-01,2023-12-29,1300,1,manual_research_2023
comp_overlook_ridge,Overlook Ridge,5,5.5,elevator|hot tub|Lakota Northwoods|designer interiors,Newly built Elysian twin N Woods Pl; sleeps 16 per portfolio. Launched ~2022-2023. Dec 2023 est. $980-1380/night. Decision context 2023-11-15; stay 2023-12-01.,https://elysiandestinations.com/vacation-rental/overlook-ridge/,,direct,cloud_9,2026-09-01,2023-12-01,980,1,manual_research_2023
comp_overlook_ridge,Overlook Ridge,5,5.5,elevator|hot tub|Lakota Northwoods|designer interiors,Newly built Elysian twin N Woods Pl; sleeps 16 per portfolio. Launched ~2022-2023. Dec 2023 est. $980-1380/night. Decision context 2023-11-15; stay 2023-12-05.,https://elysiandestinations.com/vacation-rental/overlook-ridge/,,direct,cloud_9,2026-09-01,2023-12-05,980,1,manual_research_2023
comp_overlook_ridge,Overlook Ridge,5,5.5,elevator|hot tub|Lakota Northwoods|designer interiors,Newly built Elysian twin N Woods Pl; sleeps 16 per portfolio. Launched ~2022-2023. Dec 2023 est. $980-1380/night. Decision context 2023-11-15; stay 2023-12-08.,https://elysiandestinations.com/vacation-rental/overlook-ridge/,,direct,cloud_9,2026-09-01,2023-12-08,980,1,manual_research_2023
comp_overlook_ridge,Overlook Ridge,5,5.5,elevator|hot tub|Lakota Northwoods|designer interiors,Newly built Elysian twin N Woods Pl; sleeps 16 per portfolio. Launched ~2022-2023. Dec 2023 est. $980-1380/night. Decision context 2023-11-15; stay 2023-12-12.,https://elysiandestinations.com/vacation-rental/overlook-ridge/,,direct,cloud_9,2026-09-01,2023-12-12,1050,1,manual_research_2023
comp_overlook_ridge,Overlook Ridge,5,5.5,elevator|hot tub|Lakota Northwoods|designer interiors,Newly built Elysian twin N Woods Pl; sleeps 16 per portfolio. Launched ~2022-2023. Dec 2023 est. $980-1380/night. Decision context 2023-11-15; stay 2023-12-15.,https://elysiandestinations.com/vacation-rental/overlook-ridge/,,direct,cloud_9,2026-09-01,2023-12-15,1050,1,manual_research_2023
comp_overlook_ridge,Overlook Ridge,5,5.5,elevator|hot tub|Lakota Northwoods|designer interiors,Newly built Elysian twin N Woods Pl; sleeps 16 per portfolio. Launched ~2022-2023. Dec 2023 est. $980-1380/night. Decision context 2023-11-15; stay 2023-12-19.,https://elysiandestinations.com/vacation-rental/overlook-ridge/,,direct,cloud_9,2026-09-01,2023-12-19,1050,1,manual_research_2023
comp_overlook_ridge,Overlook Ridge,5,5.5,elevator|hot tub|Lakota Northwoods|designer interiors,Newly built Elysian twin N Woods Pl; sleeps 16 per portfolio. Launched ~2022-2023. Dec 2023 est. $980-1380/night. Decision context 2023-11-15; stay 2023-12-22.,https://elysiandestinations.com/vacation-rental/overlook-ridge/,,direct,cloud_9,2026-09-01,2023-12-22,1380,1,manual_research_2023
comp_overlook_ridge,Overlook Ridge,5,5.5,elevator|hot tub|Lakota Northwoods|designer interiors,Newly built Elysian twin N Woods Pl; sleeps 16 per portfolio. Launched ~2022-2023. Dec 2023 est. $980-1380/night. Decision context 2023-11-15; stay 2023-12-26.,https://elysiandestinations.com/vacation-rental/overlook-ridge/,,direct,cloud_9,2026-09-01,2023-12-26,1380,1,manual_research_2023
comp_overlook_ridge,Overlook Ridge,5,5.5,elevator|hot tub|Lakota Northwoods|designer interiors,Newly built Elysian twin N Woods Pl; sleeps 16 per portfolio. Launched ~2022-2023. Dec 2023 est. $980-1380/night. Decision context 2023-11-15; stay 2023-12-29.,https://elysiandestinations.com/vacation-rental/overlook-ridge/,,direct,cloud_9,2026-09-01,2023-12-29,1380,1,manual_research_2023
